Wsp. x,Wsp. y1,Wsp. y2,Wsp. y3,Wsp. y4,Wsp. y5
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
2,3,44,10,6,30
3,3,44,10,6,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
3,15,46,10,14,30
4,15,46,10,14,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
4,24,44,10,16,30
